"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Dobrodeeva V.S.; Shnayder N.A.; Novitsky M.A.; Asadullin A.R.; Vaiman E.E.; Petrova M.M.; Limankin O.V.; Neznanov N.G.; Garganeeva N.P.; Nasyrova R.F.","Dobrodeeva, Vera S. (57222640849); Shnayder, Natalia A. (55734609800); Novitsky, Maxim A. (57226477077); Asadullin, Azat R. (57189647609); Vaiman, Elena E. (57214604040); Petrova, Marina M. (23987271200); Limankin, Oleg V. (49863908800); Neznanov, Nikolay G. (35593613200); Garganeeva, Natalia P. (6507854535); Nasyrova, Regina F. (15769218400)","57222640849; 55734609800; 57226477077; 57189647609; 57214604040; 23987271200; 49863908800; 35593613200; 6507854535; 15769218400","Association of a Single-Nucleotide Variant rs11100494 of the NPY5R Gene with Antipsychotic-Induced Metabolic Disorders","2022","Pharmaceutics","14","2","222","","","","4","10.3390/pharmaceutics14020222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123116495&doi=10.3390%2fpharmaceutics14020222&partnerID=40&md5=067cbee8abce8b31fc1a0f5e5df09281","Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; Shared Core Facilities “Molecular and Cell Technologies”, V.F. Voino-Yasenetsky Krasnoyarsk State Medical University, Krasnoyarsk, 660022, Russian Federation; Department of Psychiatry and Addiction, Bashkir State Medical University, Ufa, 450008, Russian Federation; P.P. Kashchenko Saint Petersburg Psychiatric Hospital No. 1, Gatchinsky District, Leningrad, 190005, Russian Federation; Department of Psychotherapy and Sexology, I.I. Mechnikov North-Western State University, Saint Petersburg, 191015, Russian Federation; Saint Petersburg Postgraduate Institute of Medical Experts, Saint Petersburg, 194044, Russian Federation; Department of Psychiatry and Addiction, I.M. Pavlov First Saint Petersburg State Medical University, Saint Petersburg, 197022, Russian Federation; Department of General Medical Practice and Polyclinic Therapy, Siberian State Medical University, Tomsk, 634050, Russian Federation; International Centre for Education and Research in Neuropsychiatry, Samara State Medical University, Samara, 443099, Russian Federation","Dobrodeeva V.S., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; Shnayder N.A., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation, Shared Core Facilities “Molecular and Cell Technologies”, V.F. Voino-Yasenetsky Krasnoyarsk State Medical University, Krasnoyarsk, 660022, Russian Federation; Novitsky M.A., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; Asadullin A.R., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation, Department of Psychiatry and Addiction, Bashkir State Medical University, Ufa, 450008, Russian Federation; Vaiman E.E., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; Petrova M.M., Shared Core Facilities “Molecular and Cell Technologies”, V.F. Voino-Yasenetsky Krasnoyarsk State Medical University, Krasnoyarsk, 660022, Russian Federation; Limankin O.V., P.P. Kashchenko Saint Petersburg Psychiatric Hospital No. 1, Gatchinsky District, Leningrad, 190005, Russian Federation, Department of Psychotherapy and Sexology, I.I. Mechnikov North-Western State University, Saint Petersburg, 191015, Russian Federation, Saint Petersburg Postgraduate Institute of Medical Experts, Saint Petersburg, 194044, Russian Federation; Neznanov N.G., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation, Department of Psychiatry and Addiction, I.M. Pavlov First Saint Petersburg State Medical University, Saint Petersburg, 197022, Russian Federation; Garganeeva N.P., Department of General Medical Practice and Polyclinic Therapy, Siberian State Medical University, Tomsk, 634050, Russian Federation; Nasyrova R.F., Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation, International Centre for Education and Research in Neuropsychiatry, Samara State Medical University, Samara, 443099, Russian Federation","V.S. Dobrodeeva; Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; email: dobro.vera@gmail.com; N.A. Shnayder; Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; email: naschnaider@yandex.ru; R.F. Nasyrova; Institute of Personalized Psychiatry and Neurology, Shared Core Facilities, V.M. Bekhterev National Medical Research Centre for Psychiatry and Neurology, Saint Petersburg, 192019, Russian Federation; email: nreginaf77@gmail.com","","MDPI","19994923","","","","English","Pharmaceutics","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85123116495"
"Vasudev K.; Choi Y.-H.; Norman R.; Kim R.B.; Schwarz U.I.","Vasudev, Kamini (6602089503); Choi, Yun-Hee (55503561900); Norman, Ross (7202170699); Kim, Richard B. (7202933226); Schwarz, Ute I. (7102226784)","6602089503; 55503561900; 7202170699; 7202933226; 7102226784","Genetic Determinants of Clozapine-Induced Metabolic Side Effects","2017","Canadian Journal of Psychiatry","62","2","","138","149","11","29","10.1177/0706743716670128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011591437&doi=10.1177%2f0706743716670128&partnerID=40&md5=18fe6e1231e4c1f4b02e44174e577415","Departments of Psychiatry and Medicine, Western University, London, ON, Canada; Department of Epidemiology and Biostatistics, Western University, London, ON, Canada; Department of Psychiatry and Epidemiology and Biostatistics, Western University, London, Canada; Department of Medicine, Physiology and Pharmacology, and Oncology, Western University, London, ON, Canada","Vasudev K., Departments of Psychiatry and Medicine, Western University, London, ON, Canada; Choi Y.-H., Department of Epidemiology and Biostatistics, Western University, London, ON, Canada; Norman R., Department of Psychiatry and Epidemiology and Biostatistics, Western University, London, Canada; Kim R.B., Department of Medicine, Physiology and Pharmacology, and Oncology, Western University, London, ON, Canada; Schwarz U.I., Department of Medicine, Physiology and Pharmacology, and Oncology, Western University, London, ON, Canada","K. Vasudev; Departments of Psychiatry and Medicine, Western University, London, Canada; email: Kamini.vasudev@lhsc.on.ca","","SAGE Publications Inc.","07067437","","CJPSD","27681143","English","Can. J. Psychiatry","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85011591437"
"Xu Q.; Li M.; Qin S.; Li Y.; Ning A.; Fu Y.; Wang D.; Zeng D.; Li H.; Yu W.; Yu S.","Xu, Qingqing (55764671400); Li, Mo (57188588861); Qin, Shengying (35199067900); Li, Yaojing (57215223706); Ning, Ailing (57212574390); Fu, Yingmei (55674814100); Wang, Dongxiang (7407069766); Zeng, Duan (57201257088); Li, Huafang (24166706400); Yu, Wenjuan (56228612200); Yu, Shunying (8583194100)","55764671400; 57188588861; 35199067900; 57215223706; 57212574390; 55674814100; 7407069766; 57201257088; 24166706400; 56228612200; 8583194100","Two novel loci of RELN associated with antipsychotics response in Chinese Han population","2020","Frontiers in Pharmacology","11","","7","","","","2","10.3389/fphar.2020.00007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080125498&doi=10.3389%2ffphar.2020.00007&partnerID=40&md5=e59ef1c219fcb747f3603f34df23aef1","Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China; Clinical Research Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China","Xu Q., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Li M., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China; Qin S., Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders, Ministry of Education, Shanghai Jiao Tong University, Shanghai, China; Li Y., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Ning A., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Fu Y., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Wang D., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Zeng D., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Li H., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China, Clinical Research Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Yu W., Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Yu S., Shanghai Key Laboratory of Psychotic Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China","W. Yu; Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai, China; email: wenjuanyu2004@163.com","","Frontiers Media S.A.","16639812","","","","English","Front. Pharmacol.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85080125498"
"Zhang J.-P.; Robinson D.G.; Gallego J.A.; John M.; Yu J.; Addington J.; Tohen M.; Kane J.M.; Malhotra A.K.; Lencz T.","Zhang, Jian-Ping (53882260900); Robinson, Delbert G. (7404644113); Gallego, Juan A. (36522914400); John, Majnu (9732771900); Yu, Jin (58442829200); Addington, Jean (7005403607); Tohen, Mauricio (7005960357); Kane, John M. (57205435963); Malhotra, Anil K. (7201832955); Lencz, Todd (6603781866)","53882260900; 7404644113; 36522914400; 9732771900; 58442829200; 7005403607; 7005960357; 57205435963; 7201832955; 6603781866","Association of a Schizophrenia Risk Variant at the DRD2 Locus with Antipsychotic Treatment Response in First-Episode Psychosis","2015","Schizophrenia Bulletin","41","6","","1248","1255","7","60","10.1093/schbul/sbv116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946109029&doi=10.1093%2fschbul%2fsbv116&partnerID=40&md5=3a4f356e8b19b18be8d860042d275cf0","Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States; Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States; Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States; Department of Mathematics, Hofstra University, Hempstead, NY, United States; Department of Psychiatry, Hotchkiss Brain Institute, University of Calgary, Calgary, AB, Canada; Department of Psychiatry and Behavioral Sciences, University of New Mexico Health Sciences Center, Albuquerque, NM, United States","Zhang J.-P., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States; Robinson D.G., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States; Gallego J.A., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States; John M., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States, Department of Mathematics, Hofstra University, Hempstead, NY, United States; Yu J., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States; Addington J., Department of Psychiatry, Hotchkiss Brain Institute, University of Calgary, Calgary, AB, Canada; Tohen M., Department of Psychiatry and Behavioral Sciences, University of New Mexico Health Sciences Center, Albuquerque, NM, United States; Kane J.M., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States; Malhotra A.K., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States; Lencz T., Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, 75-59 263rd Street, Glen Oaks, 11020, NY, United States, Department of Psychiatry, Hofstra North Shore LIJ School of Medicine, Hempstead, NY, United States, Center for Psychiatric Neuroscience, Feinstein Institute for Medical Research, Manhasset, NY, United States","J.-P. Zhang; Division of Psychiatry Research, Department of Psychiatry, Zucker Hillside Hospital, North Shore-Long Island Jewish Health System, Glen Oaks, 75-59 263rd Street, 11020, United States; email: JZhang1@nshs.edu","","Oxford University Press","05867614","","SCZBB","26320194","English","Schizophr. Bull.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84946109029"
"Reynolds G.P.; McGowan O.O.; Dalton C.F.","Reynolds, Gavin P. (7201487920); McGowan, Olga O. (56106114000); Dalton, Caroline F. (7101873498)","7201487920; 56106114000; 7101873498","Pharmacogenomics in psychiatry: The relevance of receptor and transporter polymorphisms","2014","British Journal of Clinical Pharmacology","77","4","","654","672","18","39","10.1111/bcp.12312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897894099&doi=10.1111%2fbcp.12312&partnerID=40&md5=57500dc9a47291dc3d9f3240a19031e2","Biomedical Research Centre, Sheffield Hallam University, Owen Buiding, Sheffield S1 1WB, Howard Street, United Kingdom; NHS Lanarkshire, Wishaw General Hospital, Wishaw, United Kingdom","Reynolds G.P., Biomedical Research Centre, Sheffield Hallam University, Owen Buiding, Sheffield S1 1WB, Howard Street, United Kingdom; McGowan O.O., NHS Lanarkshire, Wishaw General Hospital, Wishaw, United Kingdom; Dalton C.F., Biomedical Research Centre, Sheffield Hallam University, Owen Buiding, Sheffield S1 1WB, Howard Street, United Kingdom","G.P. Reynolds; Biomedical Research Centre, Sheffield Hallam University, Owen Buiding, Sheffield S1 1WB, Howard Street, United Kingdom; email: gavin.reynolds@hotmail.com","","Blackwell Publishing Ltd","03065251","","BCPHB","24354796","English","Br. J. Clin. Pharmacol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897894099"
"Belančić A.; Pavešić Radonja A.; Ganoci L.; Vitezić D.; Božina N.","Belančić, Andrej (57194095253); Pavešić Radonja, Aristea (35784835600); Ganoci, Lana (56641615800); Vitezić, Dinko (6601932302); Božina, Nada (22333491000)","57194095253; 35784835600; 56641615800; 6601932302; 22333491000","Challenging pharmacotherapy management of a psychotic disorder due to a delicate pharmacogenetic profile and drug-drug interactions: a case report and literature review","2024","Croatian Medical Journal","65","4","","383","395","12","0","10.3325/cmj.2024.65.383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203116264&doi=10.3325%2fcmj.2024.65.383&partnerID=40&md5=80b4d627a801276545021ed30930d482","Department of Clinical Pharmacology, Clinical Hospital Centre Rijeka, Rijeka, Croatia; Department of Basic and Clinical Pharmacology with Toxicology, University of Rijeka, Faculty of Medicine, Rijeka, Croatia; Psychiatry Clinic, Clinical Hospital Centre Rijeka, Rijeka, Croatia; Department of Psychiatry and Psychological Medicine, University of Rijeka, Faculty of Medicine, Rijeka, Croatia; Division of Pharmacogenomics and Therapy Individualization, Department of Laboratory Diagnostics, University Hospital Centre Zagreb, Zagreb, Croatia; Department of Pharmacology, School of Medicine, University of Zagreb, Zagreb, Croatia","Belančić A., Department of Clinical Pharmacology, Clinical Hospital Centre Rijeka, Rijeka, Croatia, Department of Basic and Clinical Pharmacology with Toxicology, University of Rijeka, Faculty of Medicine, Rijeka, Croatia; Pavešić Radonja A., Psychiatry Clinic, Clinical Hospital Centre Rijeka, Rijeka, Croatia, Department of Psychiatry and Psychological Medicine, University of Rijeka, Faculty of Medicine, Rijeka, Croatia; Ganoci L., Division of Pharmacogenomics and Therapy Individualization, Department of Laboratory Diagnostics, University Hospital Centre Zagreb, Zagreb, Croatia; Vitezić D., Department of Clinical Pharmacology, Clinical Hospital Centre Rijeka, Rijeka, Croatia, Department of Basic and Clinical Pharmacology with Toxicology, University of Rijeka, Faculty of Medicine, Rijeka, Croatia; Božina N., Department of Pharmacology, School of Medicine, University of Zagreb, Zagreb, Croatia","A. Belančić; Clinical Hospital Centre Rijeka, Rijeka, Krešimirova 42, 51000, Croatia; email: andrej.belancic@uniri.hr","","Medicinska Naklada Zagreb","03539504","","CMEJE","39219201","English","Croat. Med. J.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203116264"
"Carvalho Henriques B.; Yang E.H.; Lapetina D.; Carr M.S.; Yavorskyy V.; Hague J.; Aitchison K.J.","Carvalho Henriques, Beatriz (57221047857); Yang, Esther H. (57205074365); Lapetina, Diego (55618356000); Carr, Michael S. (57219825882); Yavorskyy, Vasyl (57219832092); Hague, Joshua (57219829552); Aitchison, Katherine J. (7003415672)","57221047857; 57205074365; 55618356000; 57219825882; 57219832092; 57219829552; 7003415672","How Can Drug Metabolism and Transporter Genetics Inform Psychotropic Prescribing?","2020","Frontiers in Genetics","11","","491895","","","","25","10.3389/fgene.2020.491895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098053286&doi=10.3389%2ffgene.2020.491895&partnerID=40&md5=54ca9b5b71ea55a73678e0231ed73bda","Department of Psychiatry, University of Alberta, Edmonton, AB, Canada; Department of Medical Genetics, University of Alberta, Edmonton, AB, Canada; Neuroscience and Mental Health Institute, University of Alberta, Edmonton, AB, Canada","Carvalho Henriques B., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada; Yang E.H., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada, Department of Medical Genetics, University of Alberta, Edmonton, AB, Canada; Lapetina D., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada, Department of Medical Genetics, University of Alberta, Edmonton, AB, Canada; Carr M.S., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada; Yavorskyy V., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada; Hague J., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada, Department of Medical Genetics, University of Alberta, Edmonton, AB, Canada; Aitchison K.J., Department of Psychiatry, University of Alberta, Edmonton, AB, Canada, Department of Medical Genetics, University of Alberta, Edmonton, AB, Canada, Neuroscience and Mental Health Institute, University of Alberta, Edmonton, AB, Canada","K.J. Aitchison; Department of Psychiatry, University of Alberta, Edmonton, Canada; email: kaitchis@ualberta.ca; K.J. Aitchison; Department of Medical Genetics, University of Alberta, Edmonton, Canada; email: kaitchis@ualberta.ca; K.J. Aitchison; Neuroscience and Mental Health Institute, University of Alberta, Edmonton, Canada; email: kaitchis@ualberta.ca","","Frontiers Media S.A.","16648021","","","","English","Front. Genet.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85098053286"
"Ma L.; Zhang X.; Xiang Q.; Zhou S.; Zhao N.; Xie Q.; Zhao X.; Zhou Y.; Cui Y.","Ma, Lingyue (56603445100); Zhang, Xiaodan (57203886571); Xiang, Qian (36115537800); Zhou, Shuang (58635132900); Zhao, Nan (57200121120); Xie, Qiufen (55817452100); Zhao, Xia (56923861400); Zhou, Ying (57077287600); Cui, Yimin (57211889568)","56603445100; 57203886571; 36115537800; 58635132900; 57200121120; 55817452100; 56923861400; 57077287600; 57211889568","Association between dopamine receptor gene polymorphisms and effects of risperidone treatment: A systematic review and meta-analysis","2019","Basic and Clinical Pharmacology and Toxicology","124","1","","94","104","10","20","10.1111/bcpt.13111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053425955&doi=10.1111%2fbcpt.13111&partnerID=40&md5=9216c58feceb4198475b5d7a0ea1fc9a","Department of Pharmacy, Peking University First Hospital, Beijing, China","Ma L., Department of Pharmacy, Peking University First Hospital, Beijing, China; Zhang X., Department of Pharmacy, Peking University First Hospital, Beijing, China; Xiang Q., Department of Pharmacy, Peking University First Hospital, Beijing, China; Zhou S., Department of Pharmacy, Peking University First Hospital, Beijing, China; Zhao N., Department of Pharmacy, Peking University First Hospital, Beijing, China; Xie Q., Department of Pharmacy, Peking University First Hospital, Beijing, China; Zhao X., Department of Pharmacy, Peking University First Hospital, Beijing, China; Zhou Y., Department of Pharmacy, Peking University First Hospital, Beijing, China; Cui Y., Department of Pharmacy, Peking University First Hospital, Beijing, China","Y. Cui; Department of Pharmacy, Peking University First Hospital, Beijing, China; email: bdyyyljd@126.com","","Blackwell Publishing Ltd","17427835","","BCPTB","30103286","English","Basic Clin. Pharmacol. Toxicol.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85053425955"
"","","","Cariprazine hydrochloride","2021","Australian Prescriber","44","5","","170","171","1","3","10.18773/AUSTPRESCR.2021.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118993353&doi=10.18773%2fAUSTPRESCR.2021.047&partnerID=40&md5=80f99ebb2e0811ae1819b0f30f2d760b","","","","","NPS MedicineWise","03128008","","AUPRF","","English","Aust. Prescr.","Note","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118993353"
"Li J.; Hashimoto H.; Meltzer H.Y.","Li, Jiang (56794795200); Hashimoto, Hitoshi (35352982100); Meltzer, Herbert Y. (35351230800)","56794795200; 35352982100; 35351230800","Association of serotonin2C receptor polymorphisms with antipsychotic drug response in schizophrenia","2019","Frontiers in Psychiatry","10","FEB","58","","","","16","10.3389/fpsyt.2019.00058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065903102&doi=10.3389%2ffpsyt.2019.00058&partnerID=40&md5=a07b5a9cdc60995983e0c430f0c56851","Department of Psychiatry and Behavioral Sciences, Northwestern University Feinberg School of Medicine, Evanston, IL, United States; Laboratory of Molecular Neuropharmacology, Graduate School of Pharmaceutical Sciences, Osaka University, Suita, Japan; Molecular Research Center for Children's Mental Development, United Graduate School of Child Development, Osaka University, Kanazawa University, Hamamatsu University School of Medicine, Chiba University, University of Fukui, Osaka University, Suita, Japan; iPS Cell-based Research Project on Brain Neuropharmacology and Toxicology, Graduate School of Pharmaceutical Sciences, Osaka University, Suita, Japan; Division of Bioscience, Institute for Datability Science, Osaka University, Suita, Japan; Transdimensional Life Imaging Division, Institute for Open and Transdisciplinary Research Initiatives Osaka University, Suita, Japan","Li J., Department of Psychiatry and Behavioral Sciences, Northwestern University Feinberg School of Medicine, Evanston, IL, United States; Hashimoto H., Department of Psychiatry and Behavioral Sciences, Northwestern University Feinberg School of Medicine, Evanston, IL, United States, Laboratory of Molecular Neuropharmacology, Graduate School of Pharmaceutical Sciences, Osaka University, Suita, Japan, Molecular Research Center for Children's Mental Development, United Graduate School of Child Development, Osaka University, Kanazawa University, Hamamatsu University School of Medicine, Chiba University, University of Fukui, Osaka University, Suita, Japan, iPS Cell-based Research Project on Brain Neuropharmacology and Toxicology, Graduate School of Pharmaceutical Sciences, Osaka University, Suita, Japan, Division of Bioscience, Institute for Datability Science, Osaka University, Suita, Japan, Transdimensional Life Imaging Division, Institute for Open and Transdisciplinary Research Initiatives Osaka University, Suita, Japan; Meltzer H.Y., Department of Psychiatry and Behavioral Sciences, Northwestern University Feinberg School of Medicine, Evanston, IL, United States","H.Y. Meltzer; Department of Psychiatry and Behavioral Sciences, Northwestern University Feinberg School of Medicine, Evanston, United States; email: h-meltzer@northwestern.edu","","Frontiers Media S.A.","16640640","","","","English","Front. Psychiatry","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85065903102"
"Jukic M.; Milosavljević F.; Molden E.; Ingelman-Sundberg M.","Jukic, Marin (56423476400); Milosavljević, Filip (57219804313); Molden, Espen (6602316587); Ingelman-Sundberg, Magnus (7101739504)","56423476400; 57219804313; 6602316587; 7101739504","Pharmacogenomics in treatment of depression and psychosis: an update","2022","Trends in Pharmacological Sciences","43","12","","1055","1069","14","25","10.1016/j.tips.2022.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140429384&doi=10.1016%2fj.tips.2022.09.011&partnerID=40&md5=f101b7e58484a20d0e7d73c7fcb0e916","Pharmacogenetics Section, Department of Physiology and Pharmacology, Karolinska Institutet, Stockholm, Sweden; Department of Physiology, Faculty of Pharmacy, University of Belgrade, Belgrade, Serbia; Center for Psychopharmacology, Diakonhjemmet Hospital, Oslo, Norway; Section for Pharmacology and Pharmaceutical Biosciences, Department of Pharmacy, University of Oslo, Oslo, Norway","Jukic M., Pharmacogenetics Section, Department of Physiology and Pharmacology, Karolinska Institutet, Stockholm, Sweden, Department of Physiology, Faculty of Pharmacy, University of Belgrade, Belgrade, Serbia; Milosavljević F., Department of Physiology, Faculty of Pharmacy, University of Belgrade, Belgrade, Serbia; Molden E., Center for Psychopharmacology, Diakonhjemmet Hospital, Oslo, Norway, Section for Pharmacology and Pharmaceutical Biosciences, Department of Pharmacy, University of Oslo, Oslo, Norway; Ingelman-Sundberg M., Pharmacogenetics Section, Department of Physiology and Pharmacology, Karolinska Institutet, Stockholm, Sweden","M. Ingelman-Sundberg; Pharmacogenetics Section, Department of Physiology and Pharmacology, Karolinska Institutet, Stockholm, Sweden; email: magnus.ingelman-sundberg@ki.se","","Elsevier Ltd","01656147","","TPHSD","36307251","English","Trends Pharmacol. Sci.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85140429384"
